Price,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume
Ticker,AAPL,BA,DIS,IBM,KO,MSFT,AAPL,BA,DIS,IBM,KO,MSFT,AAPL,BA,DIS,IBM,KO,MSFT,AAPL,BA,DIS,IBM,KO,MSFT,AAPL,BA,DIS,IBM,KO,MSFT
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-14,6.2810235023498535,47.96985626220703,26.576292037963867,72.80445098876953,17.58556365966797,23.18083381652832,6.311914580091045,48.01660860459854,26.713371425717057,73.02455303641578,17.622501324927867,23.28565768267033,6.268727294960274,47.362049058124,26.52488604197002,71.48383431165351,17.474749489661065,22.656720198212714,6.30141787628388,47.55685841156815,26.670533095722185,71.83599846613521,17.557860117166243,22.69415637520004,432894000,3000400,9235600,7438943,12392600,63228100
2010-01-15,6.176054000854492,47.39320373535156,26.21645736694336,72.5127944946289,17.326997756958008,23.105953216552734,6.346103461853795,47.96984054048235,26.68766754244979,73.12358046260486,17.653282621435043,23.390471773174447,6.174254497523158,46.917868593126286,26.053674986592988,72.13311934175788,17.250043602245167,22.99364186947496,6.326009007987233,47.94646140439409,26.567723490673277,72.6503587831486,17.530156678430824,23.270674335849716,594067600,5067300,13936400,8885142,27460800,79913200
2010-01-19,6.449273109436035,47.26073455810547,26.56772804260254,73.81141662597656,17.36701774597168,23.285661697387695,6.453771868410462,47.5412574364755,26.72194278366022,73.87194545194542,17.38856599537962,23.390484153503696,6.215343649119593,46.72305901965011,26.13078682097759,72.39175130447313,17.213109395124455,22.971192900940828,6.248033429729676,47.221770322379726,26.20789419150643,72.43027124508535,17.305455345014813,23.02360412899883,730007600,5427100,9662100,14556345,14615400,46575700
2010-01-20,6.350004196166992,46.91008377075195,26.721942901611328,71.6709213256836,17.083824157714844,22.9038028717041,6.464569404203669,47.198400725400376,26.764779603598463,72.1661520189332,17.357780789664886,23.165860397111654,6.283123837888296,45.60875599737719,26.31927071282433,70.95558859001622,17.01918294271643,22.694156565758334,6.445375096953876,47.01138544713544,26.559160492652428,71.78647676422925,17.286983100729387,23.06852405116952,612152800,5374100,13302800,15896585,18810200,54849500
2010-01-21,6.240234851837158,46.130859375,26.22502899169922,70.98310852050781,16.735992431640625,22.469539642333984,6.397388287013547,47.73608668012906,26.91899367820812,71.913045583688,17.108451503934177,23.00114085702593,6.214442769255696,45.89708872569097,26.190758323666486,70.46586887610452,16.68058533573671,22.462052120255375,6.360499666636371,46.988019413318135,26.679103904325174,71.79198790837953,17.099216205131896,22.918780970358856,608154400,5401300,15403600,10050596,27396800,73086700
2010-01-22,5.930727958679199,45.01652145385742,25.68527603149414,69.05719757080078,16.695972442626953,21.683359146118164,6.223140474346407,46.10745146080517,26.310700982511527,70.92256474417557,16.886818400607734,22.611791555855394,5.9130336415271545,44.96197510213769,25.659574665963344,68.98566430341108,16.615939471255356,21.5935117697554,6.201547232889457,45.67887170905594,26.130784887334734,70.80151148560394,16.729831281347277,22.462044024453053,881767600,4743300,14459400,10552676,23551400,102004600
2010-01-25,6.090280532836914,45.02431869506836,25.633869171142578,69.39837646484375,16.72984504699707,21.952905654907227,6.139165445176153,45.780179633424616,25.899460271838706,69.82207396528831,16.788330999021362,22.20747561909906,6.003906362920053,44.80613325824537,25.316872076158056,69.17276776646634,16.585171928400527,21.78818450141185,6.0734855664759575,45.468483604345806,25.890892606123973,69.51392753417639,16.772940391625315,21.893006923809054,1065699600,3489900,11155800,6002471,16853200,63373000
2010-01-26,6.176357269287109,44.969783782958984,25.41111946105957,69.19475555419922,16.665189743041992,22.087677001953125,6.409387871628346,45.585381962186176,25.651009243059974,70.29526557057912,16.776003901644785,22.349734472341723,6.075587430597181,44.59575023638603,25.119825309386023,69.00766687535771,16.582079124089894,21.780695842614524,6.17665718667173,44.83731486904028,25.531063535002048,69.28829769800116,16.64364267600557,21.863057129104796,1867110000,4552000,11197300,7463524,15515000,66639900
2010-01-27,6.234536647796631,48.258174896240234,25.119823455810547,69.513916015625,16.779088973999023,22.214962005615234,6.315511895034885,48.37506170126036,25.539629317747465,69.86057794865904,16.825261951919728,22.327271942182076,5.984110973429102,45.84254002130046,24.85423232562909,68.80408548399305,16.529758181064516,21.728284661760032,6.203645574415417,45.85033108777617,25.325442553446056,69.233285136085,16.62210296267832,21.975367093446415,1722568400,14758500,16121200,9120283,20414800,63949500
2010-01-28,5.9769158363342285,48.74907684326172,25.145524978637695,68.09425354003906,16.677505493164062,21.83310890197754,6.163160503739042,49.05297885409053,25.25690137052089,69.90459866486472,16.880664426694953,22.364711407329473,5.95922151378892,47.77503041237252,24.597205783038607,67.70907606201149,16.662114896153458,21.630950142417014,6.146066015885012,48.42958973283221,25.214064673823177,69.89909644312422,16.84064793508556,22.342248846901043,1173502400,8862500,17126000,10064821,20905200,117513700
2010-01-29,5.760079860687256,47.22176742553711,25.31687355041504,67.34589385986328,16.699050903320312,21.099342346191406,6.064189192320408,49.40363369996228,25.54819563583777,68.78206575352637,16.911443939092376,22.40214044610391,5.705796031258827,47.00358198711606,25.059850100466605,67.07627185777521,16.591315560731694,20.70999999133995,6.03059925593936,48.936089652919605,25.162660460915124,68.40789277020515,16.757535635835968,22.387165410587013,1245952400,8725400,14507900,12103475,22146800,193888500
2010-02-01,5.840155601501465,48.078941345214844,25.29117774963379,68.60049438476562,16.739065170288086,21.271554946899414,5.87824429618957,48.203619192602986,25.50536454974766,68.7545697800305,16.79447224604807,21.323966152908454,5.737286374368981,47.31528915839316,25.136962992093306,67.56051291197022,16.622094546547338,20.904675076737867,5.76937672330349,47.33087426088598,25.359717460305607,67.80812608460381,16.77908047838262,21.256579908583042,749876400,5919900,10894200,7576073,14517600,85931100
2010-02-02,5.874046802520752,48.26594543457031,25.68527603149414,69.07372283935547,16.945308685302734,21.30899429321289,5.887843000920873,48.3127007312037,25.71097903114024,69.22779385811837,16.99455930912789,21.338944374313225,5.799669300221243,47.5334636226359,25.03414808083065,68.20431895402244,16.66827436662155,21.069399356804077,5.875546789727081,47.75944309753344,25.29974084149445,68.66653201031119,16.785243864314108,21.241609466934072,698342400,7862300,10100900,6171295,16888600,54413700
2010-02-03,5.975117206573486,48.21888732910156,26.344966888427734,69.14524841308594,16.88990592956543,21.4362850189209,6.0042087929336105,48.48563691084138,26.447777234320007,69.37085269334044,16.917609485979618,21.55608394728688,5.830860145602216,47.74030693308173,25.522490657749586,68.82059974360027,16.785248180248246,21.054431379381207,5.853353549392802,48.26596184100213,25.633867034527455,68.8701197425965,16.90529653330047,21.159253835090233,615328000,5480600,15976200,4369247,15899400,61397900
2010-02-04,5.7597808837890625,46.53993606567383,25.41968536376953,67.68155670166016,16.446645736694336,20.844785690307617,5.9493238279776035,47.99136578836653,26.122217692290587,69.02418216329333,16.831416596762562,21.338950751354226,5.745384852198745,46.48501729732427,25.411117697066185,67.62653009615526,16.437411611805494,20.822323122769536,5.900138187558014,47.81876522763152,25.94230159386632,68.88661784515018,16.79140009853177,21.249101909300798,757652000,7490700,13407100,9546737,21342800,77850000
2010-02-05,5.8620476722717285,45.81814193725586,25.308307647705078,67.96770477294922,16.34198760986328,20.97955322265625,5.878243202793953,46.869448710938215,25.56533109896754,68.07775800823427,16.446645328171314,21.17422447713933,5.723789031757362,44.82959818364875,24.837095808236896,67.0377720606232,16.169609846112568,20.642621930647355,5.777173498187242,46.45363135744078,25.385413375791618,67.70358491249556,16.388160581615555,20.96457818121173,850306800,9675700,11956100,9013382,29285000,80960100
2010-02-08,5.82186222076416,45.418006896972656,25.256898880004883,67.36526489257812,16.20655059814453,20.75493049621582,5.934628741118,46.26532994290027,25.659570979363984,68.10590916507223,16.39739663364649,21.02447551178306,5.818263212586628,45.33170514308955,25.23976354936937,67.28788480603114,16.181924697188105,20.642620549095625,5.868948443572817,45.76321391250507,25.49678860655679,68.0672169163582,16.39739663364649,20.97206429833353,478270800,4724500,10656800,5981551,16721200,52820600
2010-02-09,5.883944034576416,46.869441986083984,25.56533432006836,68.10033416748047,16.62517738342285,20.972063064575195,5.923232006738163,47.41078530205967,25.736684398576063,68.6475256311682,16.923759921054533,21.21914550494348,5.840756736383124,45.810288116330085,25.25690483240067,67.68579544716418,16.428174907791494,20.777391834573155,5.890841733305046,45.99073588832198,25.608171022637556,67.7908096293211,16.526676145607173,20.942112985452553,632886800,8250900,14376800,6322547,31495000,59195800
2010-02-10,5.8518524169921875,46.71253204345703,25.728113174438477,67.87926483154297,16.557462692260742,20.95709228515625,5.896239778495519,47.11265486123341,25.779517537238174,68.34354513942141,16.806793499640722,21.144276033428206,5.82606032915218,46.24179597171361,24.871366168572443,67.54763288957334,16.366615468410483,20.84478232181281,5.874945249039338,46.84590531843318,24.982742560324326,67.95111805139648,16.806793499640722,20.987042370367124,370361600,4237100,24191900,5459179,18717600,48591300
2010-02-11,5.958320140838623,47.53632736206055,25.83949089050293,68.38778686523438,16.689823150634766,21.054424285888672,5.990710807109093,47.66185641149622,26.070812986130015,68.64756567343949,16.723683178150377,21.264069126674816,5.820061476209256,46.241806608065644,25.49679239741575,67.4647483641692,16.39739702799622,20.739955596611086,5.84465429309041,46.8772991043111,25.548196762849997,67.75216133882995,16.498975936315436,20.912164266713525,550345600,4395800,12389400,5323094,26327200,65993700
2010-02-12,6.00960636138916,46.798831939697266,25.762386322021484,68.5369873046875,16.615942001342773,20.912160873413086,6.047395145682316,47.01065972175802,25.87376436568793,68.56462145788544,16.745225600079998,21.00949575825575,5.863249901694698,46.233949873274454,25.582470206412523,67.21599097513653,16.50512782363295,20.650103436854643,5.941526325938789,46.97143246555594,25.582470206412523,67.98979578434115,16.597472580315372,20.82231207901374,655468800,5178300,12802700,8386514,24640000,81117200
2010-02-16,6.100179195404053,48.06196975708008,26.105083465576172,69.21682739257812,16.874507904052734,21.325899124145508,6.108876397622582,48.08550850674853,26.130786466775856,69.21682739257812,16.874507904052734,21.340944194303024,6.0437959381669915,46.99497454563087,25.84805999004093,68.59778270050833,16.600551285686635,21.077661205653946,6.056392065707889,47.40294163047579,25.94230269365771,69.03995559018183,16.779084324100392,21.16040622196656,543737600,4268700,9061600,7089056,19339400,51935600
2010-02-17,6.074685573577881,48.50131607055664,26.43921661376953,69.82482147216797,17.0314998626709,21.506425857543945,6.127469409807237,48.642536577467425,26.499188650637688,69.9353669118344,17.09921874331756,21.55155961266445,6.023999956904297,47.85797953589537,26.027976754744927,69.20578112484759,16.856043250112315,21.333411933935174,6.123870402676077,48.16395630325285,26.165057797163428,69.36606804257315,16.871435025658368,21.461292102423442,436396800,4116200,9768600,6095460,17064600,45882900
2010-02-18,6.086082458496094,49.34080123901367,26.576292037963867,70.64286804199219,17.21002960205078,21.792285919189453,6.1148741190475935,49.43494726389016,26.61912873384354,70.74788227357982,17.213107252024432,21.837421131936907,6.02580028210031,48.42287076255953,26.284997930459543,69.64244957661515,16.976089454549587,21.44625789678724,6.047093609682568,48.46994227857369,26.43921265021068,69.71430281218986,16.976089454549587,21.50643674567358,422825200,4390300,8212300,5780091,17264600,42856500
2010-02-19,6.048293590545654,49.88998031616211,26.756206512451172,70.30016326904297,17.151540756225586,21.641841888427734,6.094180136204051,50.478395079995494,27.004663909133345,70.78102845679065,17.20694783631747,21.75467706312029,6.031498622313618,49.15249780521385,26.43064339464585,70.12329584991672,16.98531951594993,21.5816630329399,6.053992419620312,49.15249780521385,26.5077507498841,70.3885969786061,17.17616547280692,21.656886960993965,415469600,7371100,12595600,6593043,18944800,44451800
2010-02-22,6.010805130004883,50.188114166259766,26.661968231201172,70.11221313476562,17.046886444091797,21.611745834350586,6.073186730757388,50.58039268125546,26.96182838371829,70.4327912842186,17.19463829551655,21.769716183550596,5.973916501233123,49.576157647730156,26.610562232956575,69.81374671309108,17.013026424639335,21.551566995316463,6.068388454102314,49.88213740341874,26.859019655459644,70.3609380934126,17.176168873753205,21.69449227606377,390563600,6034100,7868200,3983273,13487600,36707100
2010-02-23,5.910035133361816,49.24665451049805,26.490619659423828,69.89668273925781,16.877586364746094,21.31084632873535,6.038097021022937,50.3450327659585,26.790481462893755,70.55994663193056,17.1146041362202,21.686964337668048,5.869547498017772,48.83868441806481,26.439215292408097,69.64243525613253,16.865273417747446,21.13030985662082,5.998208819871767,50.06259469536453,26.58486236071547,69.90774081320163,17.0561193993175,21.574129221943505,575094800,6483800,10228300,4803127,14835600,52266200
2010-02-24,6.018003463745117,49.80368423461914,26.893291473388672,70.52124786376953,16.979164123535156,21.53652572631836,6.041396213336692,49.97628775393453,26.98753417915345,70.89709883840648,16.985320596628966,21.656884860396953,5.933427982660138,49.1446561524169,26.567728288016028,70.09012857893188,16.83448994139854,21.34846664181242,5.945124757879575,49.427097186624685,26.601997322947938,70.20620085211075,16.929913513011847,21.453780704784073,460566400,3400400,12062100,5001972,14470600,43165900
2010-02-25,6.058189868927002,49.32509994506836,26.86758804321289,70.23384857177734,16.351211547851562,21.513952255249023,6.083981951432909,49.40355744426516,26.910424742118256,70.32780912814422,16.492808025038943,21.551563485478813,5.904935758862327,48.64253616271787,26.43064685109383,69.40477082809912,16.194225655304166,21.07765538461175,5.919631303605027,49.207418185544526,26.456348216790925,69.67007641181688,16.357368018531595,21.265714405313616,665126000,5043100,10553800,5919000,63648600,48735300
2010-02-26,6.136768817901611,49.55262756347656,26.76477813720703,70.28357696533203,16.228092193603516,21.566612243652344,6.153263873208734,50.117509647405384,26.910425203745177,70.74785721031643,16.341984011492983,21.702014991302665,6.058192467266022,49.450634299912096,26.54202370402426,70.05143684283983,16.07726153675488,21.44625456458021,6.069588927165425,49.497708804522134,26.893289870242963,70.20067009379042,16.341984011492983,21.551567175074148,507460800,4416000,13449800,5004273,63095400,40370600
2010-03-01,6.267827033996582,50.2116584777832,27.021804809570312,71.06293487548828,16.39739418029785,21.82989501953125,6.283122011380306,50.470563778376345,27.07320917895241,71.2066413488326,16.42817537766037,21.852461187430457,6.1616583401594225,49.42710131406784,26.850454732809393,70.45494357471149,16.24964231934842,21.461299451151714,6.170655456342235,49.466328573683995,26.90185910219149,70.4715240729712,16.38200358161659,21.641835968228833,550093600,5265600,8681000,4788274,39449800,43805400
2010-03-02,6.263629913330078,50.55685806274414,27.31309700012207,70.42728424072266,16.406627655029297,21.408639907836914,6.323011937548127,51.25511335625222,27.347367668712195,71.35032232206686,16.5266759639081,22.040518381757654,6.230339493166353,50.49409206236931,26.893291114585587,70.26699732640405,16.360455860813722,21.243148473153514,6.296019780738767,50.71376707798598,26.91042644888065,71.1347626890899,16.43125355132616,21.87502694707425,566546400,4383200,14070600,6289912,24506200,93123900
2010-03-03,6.278024196624756,50.56471252441406,27.10747528076172,70.12884521484375,16.600553512573242,21.408639907836914,6.294219729556133,50.972685647664484,27.381634066622404,70.75894386834177,16.659038258580097,21.52147647693293,6.236337296884685,50.250894412002125,27.030367917973994,70.0182997342103,16.3696910044335,21.3258949078835,6.266328223688183,50.66670879807508,27.37306803441511,70.59865248033526,16.406628676952174,21.446252575794446,372052800,4289400,10345500,6683940,26574200,48442100
2010-03-04,6.319410800933838,51.42772674560547,27.90424919128418,70.04039001464844,16.76677894592285,21.53652572631836,6.325709062565429,51.62386604519101,28.152706602656572,70.23384235322085,16.942234401553144,21.551570797425303,6.25702922032961,50.87853311534814,27.347363974837872,69.34949636696838,16.720605963187413,21.265721620278132,6.276524240089011,51.06682516695526,27.433039000625428,70.23384235322085,16.837576658350187,21.40864549146324,366041200,7718700,23075400,6309786,28983200,42890600
2010-03-05,6.566537857055664,53.29497146606445,28.461135864257812,70.33335876464844,16.837570190429688,21.506425857543945,6.589031249789984,53.38127323794137,28.461135864257812,70.4991725923958,16.91452434927605,21.574127207612808,6.436976411431194,51.80431157128627,28.0584637358034,70.21728643869686,16.73291248742954,21.378545689055677,6.446273845936448,51.82784732985335,28.092734399550665,70.28913968550481,16.834491366508555,21.5590821443139,899620400,8505600,19204800,6422649,24238600,56001800
2010-03-08,6.570438861846924,52.753623962402344,28.43543243408203,69.86904907226562,16.763694763183594,21.53652572631836,6.600729311620862,53.35773635278561,28.701025187002354,70.47150900055522,16.889899544867625,21.762197488591656,6.545546123293046,52.66732219234759,28.229814979369312,69.84141491440982,16.720600619324756,21.43873563367713,6.598330373347911,53.35773635278561,28.23838101155296,70.22831517878674,16.843727751116308,21.453780704784073,429889600,5075600,13176600,6484468,18915600,39414500
2010-03-09,6.688602447509766,53.18513107299805,28.538246154785156,69.39373016357422,16.677505493164062,21.664400100708008,6.747984469304115,53.61663392346105,28.563947521120248,69.8027422799468,16.803710267414658,21.897594335453096,6.534748481374017,52.83992400407071,28.084167984070717,69.200282182514,16.606707807533464,21.476341067074166,6.547344607144997,53.01252753853438,28.272653385809946,69.79168861370113,16.72675610813436,21.483863600592706,920259200,7655900,11072700,7875125,23070000,50271600
2010-03-10,6.743184566497803,54.92686462402344,28.55537986755371,69.4323959350586,16.683658599853516,21.792285919189453,6.762379269589741,55.29560755553274,28.786698687900792,69.84140789549446,16.73598685397456,21.897599980823244,6.693999741518895,53.3734383560199,28.35832517606756,69.20578263077776,16.634407994822574,21.66440568595887,6.7128941269514755,53.459740147892205,28.42686650671153,69.63690191527652,16.702126842848216,21.70954089870632,596218000,10616500,9652900,7234345,21574800,44891400
2010-03-11,6.762980937957764,54.973915100097656,28.96661949157715,70.52677917480469,16.634004592895508,21.95024299621582,6.762980937957764,55.25635613157538,28.96661949157715,70.64285145535672,16.68986515237784,21.957765527116383,6.697600957197639,54.252124013297056,28.375461924092892,69.48214188247337,16.447803517179448,21.70200521560155,6.715296081004242,54.981762346998586,28.546811991019208,69.48214188247337,16.68986515237784,21.73209390442773,405700400,7289500,11392500,8286621,29130600,35349700
2010-03-12,6.795970439910889,54.78562545776367,28.863805770874023,70.71469116210938,16.55642318725586,22.017953872680664,6.829859892474236,55.30343004753593,28.966617765843033,70.95235809829292,16.68676490758499,22.100698878860904,6.770477870636212,54.33058088884247,28.67532364989183,70.47702422592585,16.528492903173742,21.844939891385906,6.819062870013782,55.29558878598945,28.966617765843033,70.6981106711641,16.661937462250773,22.055565108691983,416323600,5302100,9610400,5407297,22334400,31700200
2010-03-15,6.713195323944092,54.448265075683594,28.889509201049805,70.65392303466797,16.64952850341797,22.032989501953125,6.762979592461603,54.73854737790835,28.915210564606852,70.93580914959361,16.70849192300847,22.093168314656342,6.605527017880345,53.75785098240143,28.581079765443807,70.34992958865172,16.562633609901745,21.822362940103833,6.759381385793019,54.42472931990275,28.718159151465322,70.41625599280364,16.6743547702526,21.950243096445178,493502800,7709000,8235900,4704594,23874000,37512000
2010-03-16,6.731489658355713,53.91476821899414,28.91521453857422,71.11820220947266,16.665040969848633,22.093177795410156,6.747384874886283,54.3855013110978,28.98375587512015,71.23427009935045,16.717797513796917,22.183445335813083,6.673307303651842,53.585255653091174,28.692461731261574,70.44388455601982,16.62469696434613,21.965297584192108,6.7233922916517335,54.322735302631706,28.906648505621384,70.74787797786705,16.696074091719655,22.130789031448597,446908000,7494400,8472600,6417105,22287800,36723500
2010-03-17,6.721593379974365,54.43258285522461,28.91521453857422,70.61522674560547,16.70848846435547,22.28874969482422,6.791472115150352,54.518884636344836,28.992321908072984,71.26190580045494,16.75503933281164,22.469287578361094,6.696101207989007,53.57741827864775,28.726729131303728,70.39413581766553,16.634007311593148,22.115735777442218,6.744986130667619,54.110917477528666,28.949485206847186,71.24532530412331,16.70228160297213,22.190959656453224,450956800,6004300,7858400,6640426,26074400,50385700
2010-03-18,6.737488746643066,55.60157012939453,28.940916061401367,70.95789337158203,16.742626190185547,22.273710250854492,6.747985452911646,55.648641645303336,29.00088809708637,71.16239935020828,16.770556475459497,22.356455242011315,6.676306811764942,54.28351381268103,28.718163252890037,70.44386721496939,16.67745591915893,22.190963824921244,6.7209928928458424,54.409039850336626,28.86380869148767,70.4493940459421,16.72710962810842,22.288753881661645,342109600,7433700,8044200,5182302,23496200,43845200
2010-03-19,6.665509223937988,55.48387908935547,28.820972442626953,70.58759307861328,16.990894317626953,22.25867462158203,6.755182491732861,57.508037844639084,29.11226659262744,71.26191075174675,17.087098894282786,22.49186749788123,6.6349180607123674,55.48387908935547,28.6838930348756,70.07356678046129,16.63400747942936,22.07813806237197,6.741686614075933,55.48387908935547,28.820972442626953,70.58759307861328,16.990894317626953,22.38655486370295,559445600,17722500,16729000,11238538,43610800,81332100
2010-03-22,6.740487575531006,56.417537689208984,29.086565017700195,70.73677825927734,16.92572784423828,22.266191482543945,6.777976839949612,56.99026136288469,29.292182493746378,70.96339588091742,17.021931258632474,22.34141538840329,6.602528812300733,56.10371346430625,28.6324868273224,69.95744688800507,16.88228098821019,22.108221136761646,6.612126166500352,56.22139829685718,28.67532679737697,70.25591328319938,16.910211279062253,22.190967576684596,456419600,9013600,11717600,5911887,18127400,37718200
2010-03-23,6.848753929138184,56.62932586669922,29.137969970703125,71.5051040649414,17.161582946777344,22.47681999206543,6.861350454694232,56.982374130945345,29.2150773471479,71.53826947053383,17.17399667262256,22.49186506239807,6.720991572468423,56.10367410057454,28.898081807644314,70.54890470929064,16.88538405783058,22.12326944790965,6.767178031993405,56.91176687237413,29.12940393697864,70.71471850461324,16.978484633993595,22.258672211349655,602431200,4985400,7038000,6253511,19081200,42026600
2010-03-24,6.8790459632873535,56.739158630371094,29.463533401489258,71.04080200195312,16.95055389404297,22.303804397583008,6.903938699558643,57.42956659451198,29.49780407120857,71.82566049039997,17.18020308074794,22.454252220630572,6.823262144553223,56.315497157252416,29.01802449983102,71.00763660647814,16.94745105458283,22.266193159209504,6.827161470001375,56.81761312857206,29.052295169550334,71.09607030961392,17.13675622527787,22.356460705216623,597780400,7700000,12195200,6976088,17052600,33987700
2010-03-25,6.797469615936279,56.87255096435547,30.06325340270996,71.43321990966797,17.006418228149414,22.57461166381836,6.927031482729344,57.61003666349929,30.41451955415549,72.25677051908416,17.124346278906405,22.995863592481406,6.7854729243312075,56.48811960415556,29.489231193334742,71.3724203681344,16.959868522946223,22.41664129383416,6.925531495855092,57.23344656576511,29.54920649218547,71.49954628126115,17.040555388934724,22.43920889948244,542284400,5431000,32705900,7952947,16638800,73168700
2010-03-26,6.924929618835449,56.950992584228516,30.251745223999023,71.44429779052734,16.95985984802246,22.311321258544922,6.956419720098479,57.26481659694745,30.500199431555238,71.73171069457598,17.05916725559973,22.717529416610375,6.854450285864411,56.762700570875225,29.8576390227312,71.14583122261214,16.913308982791634,22.258664964301566,6.866446972543798,57.00591732322237,29.89190969557731,71.26190351497003,17.003306690857805,22.634782991498582,640875200,4933700,22909800,5806137,16276800,55595500
2010-03-29,6.969618797302246,58.14352798461914,30.12322235107422,71.07396697998047,16.997098922729492,22.25867462158203,7.014005759603886,58.47304053472631,30.345975117980938,71.82566452606645,17.056062322882205,22.43168864481121,6.946526365043018,57.27266911241039,29.960441608651244,70.8915683218159,16.96606461961942,22.228584477658504,6.987914154158917,57.33543511786768,30.22603106901346,71.46639845169267,17.006408621743706,22.348942183798545,540744400,9064200,12560500,4856578,13853600,33336000
2010-03-30,7.073387145996094,57.688480377197266,30.071823120117188,71.17346954345703,17.028139114379883,22.394075393676758,7.1222732640699355,58.198443669640184,30.157499794524163,71.37244431411614,17.08399969934124,22.461776776663132,7.025401180220058,57.03729657278086,29.78052896359538,70.88605222953733,16.947452260456874,22.19097124471763,7.095880542427134,57.93169115338117,30.097527756554758,71.2453227692171,17.03745000109885,22.288761334155225,527310000,4381300,17201800,3584224,13631600,34954800
